Issuer,Reference,Type,Link,Origin,Source,CoE MS,Year,Comments,Update,fundamental rights,human agency,human rights,non discrimination,non maleficence,rule of law,sustainable development,well being,accountability,autonomy,beneficence,democracy,dignity,diversity,explainability,fairness,freedom,inclusive,justice,liability,literacy,oversight,privacy,responsibility,robustness,safe,solidarity,sustainability,transparency,trust,trustworthy
Gesellschaft für Informatik (GI - German Informatics Society),Ethical Guidelines - Ethische Leitlinien,Principles/Guidelines/Charters,https://gi.de/ethicalguidelines,Professional association,Germany,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
IEEE,Ethically Aligned Design v2,Principles/Guidelines/Charters,https://standards.ieee.org/content/dam/ieee-standards/standards/web/documents/other/ead_v2.pdf,Professional association,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
IEEE,IEEE P7000 Standards Projects,Non binding instrument,https://ethicsinaction.ieee.org/#set-the-standard,Professional association,United States,No,2016,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
ItechLaw,Responsible AI: Global Policy Framework,Principles/Guidelines/Charters,https://www.itechlaw.org/ResponsibleAI,Professional association,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Software & Information Industry Association (SIIA),Ethical Principles for Artificial Intelligence and Data Analytics,Principles/Guidelines/Charters,https://www.siia.net/blog/index/Post/77288/Ethical-Challenges-of-Artificial-Intelligence,Professional association,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Swiss Alliance for Data-Intensive Services,Ethical Codex for Data-Based Value Creation: For Public Consultation,Principles/Guidelines/Charters,https://data-service-alliance.ch/_Resources/Persistent/d8023fbcbd6cfb86e5ed814faa050f6bfa6be284/Codex_V3_english_public.pdf,Professional association,Switzerland,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
The Internet Society,Artificial Intelligence and Machine Learning: Policy Paper,Principles/Guidelines/Charters,https://www.internetsociety.org/wp-content/uploads/2017/08/ISOC-AI-Policy-Paper_2017-04-27_0.pdf,Professional association,United States,No,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Public First,A way forward for the D9 in the age of AI:,Report/Study,http://www.publicfirst.co.uk/our-experience.html,Private Sector,United Kingdom,Yes,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centre for Information Policy Leadership (CIPL),Artificial Intelligence and Data Protection: How the GDPR Regulates AI,Report/Study,https://www.huntonprivacyblog.com/wp-content/uploads/sites/28/2020/03/cipl-hunton_andrews_kurth_legal_note_-_how_gdpr_regulates_ai__12_march_2020_-1.pdf,Think Tank,United States,No,2020,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratoire de l'égalité,Pacte pour une intelligence artificielle égalitaire entre les femmes et les hommes,Principles/Guidelines/Charters,https://www.laboratoiredelegalite.org/le-pacte-pour-une-intelligence-artificielle-egalitaire-entre-les-femmes-et-les-hommes/,Think Tank,France,Yes,2020,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
The Future Society,"The Future Society, Law & Society Initiative, Principles for the Governance of AI",Principles/Guidelines/Charters,https://thefuturesociety.org/2017/07/15/principles-law-and-society-initiative/,Think Tank,Multistakeholder,No,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Think 20 (T20),Bridges to the future of education: Policy recommendations for the digital age,Policy paper,https://t20argentina.org/wp-content/uploads/2018/09/Bridges-to-the-Future-of-Education-Policy-Recommendations-for-the-Digital-Age.pdf,Think Tank,G20,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Defense of the Russian Federation,Artificial Intelligence: Problems and Solutions - 2018,Policy paper,http://mil.ru/conferences/is-intellekt.htm.,National Authorities,Russian Federation,Yes,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Department of Business, Enterprise and Innovation (DBEI) of Ireland",National Artificial Intelligence Strategy,Policy paper,https://enterprise.gov.ie/en/Consultations/Public-Consultation-Development-of-a-National-Strategy-on-Artificial-Intelligence.html.,National Authorities,Ireland,Yes,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyan Government,Blockchain & Artificial Intelligence task force,Policy paper,Kenya Govt unveils 11 Member Blockchain & AI Taskforce headed by Bitange Ndemo - Kenyan Wallstreet,National Authorities,Kenya,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Saudi Data and Artificial Intelligence Authority,Saudi Arabia National AI Strategy,Policy paper,https://kawa-news.com/en/saudi-arabia-unveils-national-ai-strategy/.,National Authorities,Kingdom of Saudi Arabia,No,2020,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ministry of Science, Technology, Knowledge and Innovation of Chile",Artificial Intelligence National Policy of Chile,Policy paper,https://stip.oecd.org/stip/policy-initiatives/2019%2Fdata%2FpolicyInitiatives%2F24840.,National Authorities,Chile,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
President of Argentina,ARTIFICIAL INTELLIGENCE NATIONAL PLAN (Plan Nacional de Inteligencia Artificial),Policy paper,https://uai.edu.ar/ciiti/2019/buenos-aires/downloads/B1/JA-Plan-Nacional-IA.pdf.,National Authorities,Argentina,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brazil’s Ministry of Science, Technology, Innovations and Communications",Brazilian Strategy for Digital Transformation,Policy paper,https://www.gov.br/mcti/pt-br.,National Authorities,Brazil,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministry of Industry and Trade of Czech Republic,National Artificial Intelligence Strategy of the Czech Republic,Policy paper,https://www.mpo.cz/assets/en/guidepost/for-the-media/press-releases/2019/5/NAIS_eng_web.pdf.,National Authorities,Czech Republic,Yes,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia’s Secretary of State for Research,National AI Strategy: Unlocking Tunisia’s capabilities potential.,Policy paper,http://www.anpr.tn/national-ai-strategy-unlocking-tunisias-capabilities-potential/.,National Authorities,Tunisia,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar Computing Research Institute (QCRI),QCRI Center for Artificial Intelligence,Academic paper,https://www.hbku.edu.qa/en/qcri/center-artificial-intelligence.,Academia,Qatar,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Minister of Malaysia,Plans to develop a National Artificial Intelligence Framework,Policy paper,https://opengovasia.com/plans-for-cloud-first-strategy-and-national-ai-framework-revealed-at-29th-msc-malaysia-implementation-council-meeting/.,National Authorities,Malaysia,No,2020,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Philippine government,AI road map to improve PH productivity,Policy paper,https://www.pna.gov.ph/articles/1075265.,National Authorities,Philippines,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minister of Research and Technology of Indonesia,Indonesia National Strategy on AI (Stranas KA),Policy paper,https://ai-innovation.id/server/static/ebook/stranas-ka.pdf.,National Authorities,Indonesia,No,2020,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government ICT Authority (Israel),2019-2021 Strategic Plan,Policy paper,https://www.gov.il/BlobFolder/generalpage/strategic_plan_19/en/STRATIGY-%20ICT%20AUTHORITY%20-%20ENGLISH.pdf.,National Authorities,Israel,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine Intelligence Garage,Ethics Framework: Responsible AI,Principles/Guidelines/Charters,https://www.migarage.ai/wp-content/uploads/2020/11/MIG_Ethics-Report_2020_v5.pdf,Private Sector,United Kingdom,Yes,2020,New,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
United Arab Emirates (UAE),UAE Strategy for AI,Policy paper,https://u.ae/en/about-the-uae/strategies-initiatives-and-awards/federal-governments-strategies-and-plans/uae-strategy-for-artificial-intelligence,National Authorities,United Arab Emirates,No,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,Using artificial intelligence to help combat COVID-19,Report/Study,https://read.oecd-ilibrary.org/view/?ref=130_130771-3jtyra9uoh&title=Using-artificial-intelligence-to-help-combat-COVID-19,International Organisation,OECD,No,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe,Artificial intelligence and the control of COVID-19,Report/Study,https://www.coe.int/en/web/artificial-intelligence/ai-covid19,International Organisation,Council of Europe,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,Trustworthy AI in health,Policy paper,https://www.oecd.org/health/trustworthy-artificial-intelligence-in-health.pdf,International Organisation,OECD,No,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,Trustworthy AI in education,Policy paper,https://www.oecd.org/education/trustworthy-artificial-intelligence-in-education.pdf,International Organisation,OECD,No,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,Artificial Intelligence in Society,Report/Study,https://www.oecd.org/going-digital/artificial-intelligence-in-society-eedfee77-en.htm,International Organisation,OECD,No,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,State of the art in the use of emerging technologies in the public sector,Report/Study,https://www.oecd-ilibrary.org/docserver/932780bc-en.pdf?expires=1606229269&id=id&accname=guest&checksum=6B8598F4ECF73D1E18F035ADEB38A021,International Organisation,OECD,No,2019,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,"AI: Intelligent machines, smart policies (Conference Summary)",Report/Study,https://www.sipotra.it/wp-content/uploads/2018/09/AI-INTELLIGENT-MACHINES-SMART-POLICIES.pdf,International Organisation,OECD,No,2018,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Commission,Making the most of the EU’s innovative potential: An intellectual property action plan to support the EU’s recovery and resilience,Policy paper,https://ec.europa.eu/docsroom/documents/43845,International Organisation,EU - European Commission,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPOL,Malicious Use and Abuse of Artificial Intelligence,Report/Study,https://www.europol.europa.eu/publications-documents/malicious-uses-and-abuses-of-artificial-intelligence,International Organisation,EUROPOL,No,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parliament (Germany),Future Technology Artificial Intelligence as a Success Factor for a Strong and Innovative Europe - A Statement on the EU Commission's White Paper on AI (German),Policy paper,https://dip21.bundestag.de/dip21/btd/19/221/1922181.pdf,National Authorities,Germany,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Commission,Digital Finance Strategy for the EU,Policy paper,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020DC0591&from=EN,International Organisation,EU - European Commission,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Charter on Digital Rights,Principles/Guidelines/Charters,https://portal.mineco.gob.es/RecursosArticulo/mineco/ministerio/participacion_publica/audiencia/ficheros/SEDIACartaDerechosDigitales.pdf,National Authorities,Spain,Yes,2020,New,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Spain,National Strategy on AI,Policy paper,https://www.lamoncloa.gob.es/presidente/actividades/Documents/2020/021220-ENIA.pdf,National Authorities,Spain,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centre for Data Ethics and Innovation,Review into Bias in Algorithmic Decision-making,Report/Study,https://www.gov.uk/government/publications/cdei-publishes-review-into-bias-in-algorithmic-decision-making?utm_source=POLITICO.EU&utm_campaign=4a2811137a-EMAIL_CAMPAIGN_2020_12_02_09_59&utm_medium=email&utm_term=0_10959edeb5-4a2811137a-190482161,National Authorities,United Kingdom,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ministère de l'intérieur (France),Livre blanc de la sécurité intérieure,Policy paper,https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Livre-blanc-de-la-securite-interieure?utm_source=POLITICO.EU&utm_campaign=4a2811137a-EMAIL_CAMPAIGN_2020_12_02_09_59&utm_medium=email&utm_term=0_10959edeb5-4a2811137a-190482161,National Authorities,France,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExamAI,Testing and Auditing of AI Systems,Report/Study,https://testing-ai.gi.de/english,Multistakeholder,Germany,Yes,2020,New,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
